judul,label,isi
Polisi Enggan Ungkap Identitas Pengemudi Mercy yang Halangi Mobil Ambulans Bawa Bumil,Megapolitan," - Pihak Polresta Tangerang cenderung enggan membeberkan inisial pengemudi Mercedes-Benz yang menghalangi mobil ambulans di Tol Tangerang-Merak pada 12 Maret 2022., Ambulans yang membawa ibu hamil itu berangkat dari Puskesmas Cisoka di Kabupaten Tangerang ke RSUD Kabupaten Tangerang di Kota Tangerang pada 12 Maret 2022 dini hari., Saat ditanya inisial pengemudi Mercy bersangkutan, Kapolresta Tangerang Kombes Pol Zain Dwi Nugroho enggan menjawabnya., Ia justru mengatakan bahwa polisi akan terlebih dahulu meminta klarifikasi dari pengemudi Mercedes-Benz soal insiden di tol tersebut., ""Yang jelas kita akan minta klarifikasi dulu, nanti kita akan sampaikan lanjutannya,"" kata Zain pada awak media, Senin (21/3/2022)., Di sisi lain, dalam kesempatan yang sama, Zain mengaku sudah mengindentifikasi pengemudi beserta Mercedes-Benz yang dikendarainya., ""Sekarang kita baru bisa mengindentifikasi pengemudi dan kendaraan (Mercedes-Benz) itu,"" sebutnya., Diberitakan sebelumnya, Polresta Tangerang telah memanggil pengemudi ambulans yang bernama Hildan sekaligus Kepala Puskesmas Cisoka., Pemanggilan dilakukan untuk memperjelas insiden yang terjadi antara pengemudi Mercy dan ambulans tersebut., Hildan dan Kepala Puskesmas Cisoka hadir saat dipanggil kepolisian pada Senin ini."
"Seorang Pelajar Tewas akibat Tawuran di Tangerang, Polisi Tetapkan Dua Tersangka",Megapolitan," - Polisi menetapkan dua tersangka dalam kasus , antarsekolah di Jalan Raya Legok-Karawaci, Kecamatan Legok, Kabupaten Tangerang., tersebut melibatkan pelajar dari SMK 7 Kabupaten Tangerang dengan SMK Penerbangan Dirgantara dan menyebabkan seorang pelajar inisial MFS (17) meninggal dunia.,""Ini menjadi keprihatinan kita kasus tawuran terjadi usia remaja. Tersangka pertama SR kedua MZA, sama-sama 15 tahun,"" ujar Kepala Bidang Humas Kepolisian Daerah (Polda) Metro Jaya, Komisaris Besar Endra Zulpan, kepada wartawan, Senin (21/3/2022).,Ia mengatakan, barang bukti yang disita polisi yaitu pakaian milik korban dan pelaku, celurit, satu helm warna hijau milik pelaku, satu stik golf, dan hasil rekam medis.,Menurut Zulpan, peristiwa itu terjadi pada Rabu (16/3/2022) sekitar pukul 14.00 di jalan legok karawaci, Kabupaten Tangerang.,""Saksi yang diperiksa ada saksi S (50) sebagai pelapor kemudian tersangka ada dua orang ini tidak dihadirkan karena usia masih 15 tahun,"" jelasnya.,Terkait kasus ini, kata Zulpan, penyidik dari Kepolisian Resor (Polres) Tangsel telah mengambil langkah cepat dengan menangkap pelaku pembacokan.,""Ke depan kita akan melakukan pemetaan pendekatan dan pembinaan kepada semua kelompok remaja yang berpotensi melakukan tawuran. Kita imbau jika tidak menghentikan tindakan kriminal maka polisi akan secara tegas melakukan tindakan hukum,"" pungkasnya.,Akibat perbuatannya, kedua pelaku dijerat Pasal 80 ayat 3 Juncto Pasal 76C Undang-undang No 35 Tahun 2014, sub pasal 170 ayat (3) KUHP."
"Diusulkan untuk Selidiki Kekisruhan soal Minyak Goreng, Apa Itu Hak Angket DPR?",Nasional," - Kekisruhan soal kelangkaan dan mahalnya harga minyak goreng belum juga usai.,Sejak akhir tahun 2021, harga minyak goreng melambung tinggi. Setelah ditetapkan aturan soal harga eceran tertinggi (HET), harga minyak sempat turun, tetapi stoknya langka.,Setelah aturan soal HET dicabut, , kembali melimpah di pasaran, tapi lagi-lagi harganya naik tajam.,Menteri Perdagangan (Mendag) Muhammad Lutfi mengatakan, langka dan mahalnya minyak goreng disebabkan oleh permainan mafia.,""Ada orang-orang yang tidak sepatutnya mendapatkan hasil dari minyak goreng ini. Misalnya minyak goreng yang seharusnya jadi konsumsi masyarakat masuk ke industri atau diselundupkan ke luar negeri,"" katanya dalam rapat kerja dengan Komisi VI DPR di Jakarta, Kamis (17/3/2022).,Situasi sulit tak berkesudahan ini pun memunculkan wacana pengajuan hak angket untuk menyelidiki kemelut minyak goreng. Wacana itu mulanya diusulkan oleh Fraksi Partai Keadilan Sejahtera (PKS).,""Pada malam hari ini, ingin menyatakan bahwa Fraksi PKS mengajak seluruh anggota fraksi lain, dimulai dari Fraksi PKS untuk mengusulkan dibentuknya Pansus Hak Angket,"" kata Ketua Fraksi PKS Jazuli Juwaini dalam konferensi pers di Kompleks Parlemen Senayan, Jakarta, Jumat (18/3/2022).,Jazuli menuturkan, Fraksi PKS menggulirkan hak angket agar dapat mengetahui secara jelas duduk perkara persoalan minyak goreng dan menemukan solusi mengatasinya.,""Tidak hanya cukup mengatakan ini ada mafia, itu ada mafia, tapi siapa mafianya ini?"" ujar dia.,Namun demikian, usulan PKS ini ditolak oleh sejumlah fraksi di DPR. Fraksi Partai Persatuan Pembangunan (PPP), misalnya, menilai bahwa pembentukan pansus hak angket dapat menimbulkan kegaduhan politik yang merugikan masyarakat."
"Sudah Tangkap 56 Teroris hingga Maret 2022, Densus 88: Terorisme Masih Ada",Nasional,"- Kepala Detasemen Khusus (Densus) 88 Anti-Teror Polri Irjen Marthinus Hukom menyatakan, sepanjang tahun 2022 atau tepatnya hingga Maret ini, , telah menangkap 56 ,.,""Per Maret 2022, Densus sudah menangkap 56 personel anggota jaringan teroris,"" kata Marthinus dalam konferensi pers usai rapat dengan , DPR di Kompleks Parlemen, Jakarta, Senin (21/3/2022).,Dalam tiga tahun terakhir, ia menjelaskan, jumlah teroris yang ditangkap menunjukkan tren peningkatan.,Padda 2020 misalnya, ada 232 teroris yang ditangkap. Sementara pada tahun lalu terdapat 370 teroris yang ditangkap sepanjang tahun.,Marthinus melanjutkan, dengan upaya pencegahan yang dilakukan Densus 88, angka kejadian terorisme turun dari 13 kejadian pada 2020 menjadi 6 kejadian pada 2021, meski jumlah teroris yang ditangkap bertambah.,""Pada tahun 2021 itu penangkapan itu menurunkan tingkat attack atau kejadian terorisme. Namun, dengan penangkapan begitu banyak, itu berindikasi bahwa terorisme itu masih ada,"" kata Marthinus.,Ia menambahkan, ancaman terorisme juga masih eksis setelah adanya pergantian pemimpin , di Suriah.,Ia menyebutkan, pimpinan ISIS masih mengendalikan jaringan-jaringan mereka di Indonesia.,Menurut Marthinus, hal itu terbukti ketika Densus menangkap sejumlah orang yang terlibat dengan media ISIS.,""Mereka diperintahkan untuk menduplikasi propaganda-propaganda mereka yang tadinya dalam bahasa Arab kemudian di-translate ke dalam Bahasa Indonesia dan Bahasa Inggris lalu disebarkan lagi ke media sosial,"" kata Marthinus.,""Artinya secara ideologi, secara spirit, mereka tuh masih tetap ada. Walaupun di Timur Tengah mereka kehilangan teritori, tapi dengan hadirnya pemimpin baru, artinya ada napas atau angin segar buat mereka untuk kenbali eksis,"" imbuh dia."
"Nama Wali Kota dan Wakil Wali Kota Depok Dicatut untuk Penipuan, Begini Modusnya",Megapolitan," - Warga Depok diminta berhati-hati dan waspada atas aksi penipuan dengan modus meminta bantuan berupa donasi mengatasnamakan Pemerintah Kota Depok.,Modus tersebut memanfaatkan sosial media bahkan melalui pesan dalam aplikasi Whatsapp kepada warga Kota Depok.,Kepala Dinas Komunikasi dan Informatika (Diskominfo) Kota Depok Manto mengatakan, modus penipuan tersebut benar adanya dan meminta masyarakat berhati-hati dan tidak merespon bila menerima pesan tersebut.,“Benar. Kami sedang meminta tim untuk mengantisipasinya,” ujar Manto, dikutip dari Tribun Depok, Senin (21/3/2022).,Komplotan penipu itu menggunakan nama-nama pejabat Pemkot Depok dari Wali Kota, Wakil Wali Kota hingga Kepala Dinas Sosial.,Nama Wakil Wali Kota Imam Budi Hartono, Wali Kota Depok Mohammad Idris, dan Kepala Dinas Sosial Kota Depok Asloe'ah Madjri dicatut pelaku untuk menipu dengan meminta dana bantuan.,Dari hasil sementara yang diketahui dari tindakan pelaku, lanjut Manto, pelaku menggunakan dua nomor berbeda atas nama wali kota.,Pertama, dengan nomor 081331766882 yang mengatasnamakan wali kota. Kedua, melalui nomor 081233187768.,“Nomornya berbeda-beda. Yang jelas, kedua nomor itu bukan nomor ponsel Pak Wali,” kata Manto.,Manto menambahkan, modus pelaku dengan cara pura-pura menggalang dana dan meminta uang kepada masyarat."
PSI Sebut 936 Pejabat DKI Jakarta Belum Laporkan Harta Kekayaan,Megapolitan," - Anggota Fraksi PSI DPRD DKI Jakarta William Aditya Sarana menyatakan bahwa 936 pejabat DKI Jakarta belum mengisi Laporan , Penyelenggara Negara (LHKPN)., Data tersebut didapat dari LHKASN 2020., ""Kalau kita akses LHKPN dan LHKASN 2020, masih ada 936 pejabat (Pemprov DKI) yang belum isi laporan LHKPN,"" kata William dalam keterangan tertulis, Senin (21/3/2022).,William mengatakan, ratusan pejabat yang belum melaporkan harta kekayaannya sejak 2020 harus menjadi catatan tersendiri bagi Pemprov DKI untuk terus meningkatkan disiplin laporannya., Anggota Komisi A DPRD DKI ini meminta agar Organisasi Perangkat Daerah (OPD) untuk melakukan pengawasan., Pengawasan dalam pelaporan , dibutuhkan untuk mencegah tindak pidana korupsi di lingkungan Pemprov DKI., , ""Jangan sampai lengah lalu melakukan korupsi. APBD dianggarkan untuk masyarakat Jakarta, untuk program prioritas. Kami (PSI) akan terus mengawal segala sesuatu yang menjadi hak warga Jakarta,"" ucap dia., Di sisi lain, William memberikan apresiasi kepada Komisi Pemberantasan Korupsi (KPK) yang melakukan bimbingan teknis terkait antikorupsi., Pasalnya, wilayah DKI Jakarta dinilai sebagai ladang basah para koruptor jika hendak berbuat curang., ""Jakarta ini punya APBD paling tinggi. 80 triliun APBD kita. Jelas potensi korupsi di DKI Jakarta sangat besar. Jadi memang perlu ada pengawasan ketat agar ASN tidak korupsi, ini momen perbaikan,"" kata dia."
Puan Serukan Kemitraan Global dan Multilateral untuk Selesaikan Konflik Antarnegara hingga Dampak Perubahan Iklim,Nasional," , – Ketua Dewan Perwakilan Rakyat (DPR) Republik Indonesia (RI) Puan Maharani menyerukan penguatan kemitraan , dan multilateral dalam menyelesaikan beberapa tantangan global.,Tantangan global yang dimaksud adalah konflik antar negara, pandemi Covid-19 berkepanjangan, dan dampak yang ditimbulkan perubahan iklim.,Dia mengatakan itu saat membuka First Meeting of the Steering Committee di Inter - Parliamentary Union (IPU) ke-144 BICC, Nusa Dua, Bali, Senin (21/3/2022).,Untuk itu, Puan berharap, di tengah ketidakpastian itu, anggota-anggota IPU bisa memastikan proses penyusunan kebijakan menghasilkan hasil yang kuat.,“Kita dapat memulai diskusi dengan membahas isu-isu yang mana kita memiliki kesamaan pandangan. Selanjutnya, kita dapat membahas isu-isu di mana masih terdapat perbedaan pandangan,” ujarnya melansir ,, Senin.,Puan juga menegaskan pentingnya , antarparlemen negara yang tergabung di IPU. Menurutnya, perbedaaan antarnegara bisa disikapi dengan baik melalui diplomasi ,.,""Bagi kami, DPR RI, mengakui pentingnya diplomasi parlemen yang dapat berkontribusi menjembatani perbedaan antar negara serta memperkuat kerja sama internasional, multilateralisme, dan menolak unilateralisme,” katanya.,Puan mengatakan, IPU telah membuktikan efektivitas dialog antaranggota parlemen untuk mengimplementasikan demokrasi, memelihara perdamaian, mempromosikan hak asasi manusia (HAM), memajukan kesetaraan gender, dan mencapai tujuan pembangunan berkelanjutan.,Meski demikian, perbedaan-perbedaan antarnegara terhadap isu-isu global masih kerap muncul. Puan menilai hal tersebut wajar, tetapi harus disikapi dengan bijaksana.,Puan pun menekankan pentingnya fleksibilitas dari semua pihak dalam forum. Dengan begitu, IPU ke-144 dapat menyepakati konsensus bersama pada isu-isu global yang dibahas.,""Saya berharap, meski kita semua memiliki kepentingan nasional, tetapi kita juga memperhatikan kepentingan bersama, dan mempertahankan suasana diskusi yang kondusif,” jelasnya.,Politisi Partai Demokrasi Indonesia Perjuangan (PDI-P) itu menyebutkan, IPU akan mampu mencari solusi mengatasi berbagai tantangan bersama  yang tengah dihadapi dunia hanya melalui aksi kolektif.,""Dengan dukungan semua delegasi, kita akan membuat Majelis IPU ke-144 ini sukses,” tegas Mantan Menteri Koordinator Pembangunan Manusia dan Kebudayaan (Menko PMK) itu."
"Rusun Marunda Sudah Sebulan Tercemar Debu Batu Bara, Warga: Tiap Menyapu, Debunya Banyak, Hitam...",Megapolitan," - Warga Rusun Marunda, Jakarta Utara, mengaku khawatir dengan paparan debu batu bara akibat aktivitas PT Karya Citra Nusantara (KCN) yang muncul di tempat tinggalnya.,Seorang warga bernama Yuliana (26) mengatakan, setiap kali menyapu rumahnya yang ada di Blok C, dia selalu menemukan debu-debu berwarna hitam.,""Kena (paparan debu batu bara). Banyak, kalau , debunya banyak, pada hitam,"" kata Yuliana, Senin (21/3/2022).,Yuliana mengaku sudah tinggal di Rusun Marunda selama 10 tahun. Namun, dia baru terdampak abu batu baru sekitar bulan lalu.,""Ada debu batu bara baru sekarang, sebelumnya belum pernah. Ini udah lama, ada sebulanan (ada debu batu bara),"" kata dia.,Yuliana pun mengaku sangat khawatir dengan adanya paparan debu batu bara itu.,Dia khawatir debu tersebut mengganggu kesehatan dirinya dan keluarga, terutama anak-anak.,Meskipun tak ada gangguan kesehatan signifikan, kata dia, tetapi anak-anaknya pernah mengalami batuk dan sesak.,""Curiganya dari debu itu (batu bara),"" kata dia.,Yuliana berharap debu-debu batu bara yang mengganggu itu bisa segera hilang. Dia juga ingin aktivitas perusahaan yang mencemari lingkungan itu dihentikan sementara."
"Pengemudi Mercy yang Halangi Ambulans Tak Hadiri Mediasi, Pertemuan Dijadwal Ulang",Megapolitan," - Polisi akan menjadwal ulang agenda mediasi antara pengemudi Mercedes-Benz dan sopir ambulans yang sempat bersenggolan di Tol Tangerang-Merak pada 12 Maret 2022.,Polisi memanggil pengemudi Mercy dan sopir ambulans untuk memperjelas insiden tersebut.,Kepala Kepolisian Resor Kota Tangerang Kombes Zain Dwi Nugroho mengatakan, penjadwalan ulang dilakukan karena pengemudi Mercy tak hadir dalam pertemuan yang rencananya digelar Senin (21/3/2022).,""Dengan tidak hadirnya salah satu pihak yang terkait, maka inisiasi mempertemukan para pihak tidak dapat dilaksanakan hari ini,"" ujar Zain, dalam keterangannya, Senin.,""Dan (pertemuan) akan kemudian dijadwalkan kembali oleh Polresta Tangerang,"" tutur dia.,Zain menyebutkan, pengemudi Mercy tidak hadir dengan alasan ada urusan pribadi.,""(Pengemudi Mercy) memberi konfirmasi kepada personel Satlantas Polresta Tangerang bahwa yang bersangkutan tidak bisa hadir karena ada kegiatan yang harus dilakukan secara mendadak,"" tuturnya.,Kepala Satuan Lalu Lintas Polresta Tangerang Kompol Fikri menyebutkan, pihaknya akan mengirim kembali undangan panggilan kepada pengemudi Mercy.,Dia meminta agar pengemudi Mercy bisa menghadiri pemanggilan selanjutnya.,""Dengan ketidakhadiran pengemudi mobil Mercy, maka kami akan menjadwalkan kembali kegiatan mediasi dengan mengirimkan undangan kepada yang bersangkutan dan saya berharap kedua belah pihak dapat hadir sehingga para pihak dapat menempuh mufakat,"" kata Fikri."
"Berkaca dari MotoGP, Wagub DKI Berharap Pergelaran Formula E Bisa Lebih Sukses",Megapolitan," - Wakil Gubernur DKI Jakarta Ahmad Riza Patria berharap , , Jakarta bisa lebih sukses dari acara balap MotoGP Mandalika, Lombok, Minggu (20/3/2022).,""Apakah Formula E apakah , internasional lainnya, apakah itu G20 atau lainnya juga bisa lebih baik lebih sukses lagi,"" kata Riza saat ditemui di Balai Kota DKI Jakarta, Senin (21/3/2022).,Riza mengatakan, ajang balap Formula E merupakan , internasional yang bisa mengangkat nama Indonesia di mata dunia.,Formula E dinilai bisa memberikan citra Indonesia sebagai negara yang aman dan kondusif untuk dikunjungi, meskipun saat ini berada dalam kondisi pandemi.,""Wisatawan-wisatawan asing juga pada datang ke Indonesia, sehingga ekonomi bangkit, seni budaya kita bisa hadirkan,"" ujar Riza.,Politikus Partai Gerindra ini mengatakan, pelajaran yang bisa dipetik dari pergelaran MotoGP kemarin adalah semangat kolaborasi dan sinergi untuk mengadakan ajang balap internasional tersebut.,""Pengalaman yang kita petik semuanya perlu kolaborasi, bersinergi, alhamdulillah dengan bersinergi dan kolaborasi kita bisa menghadirkan , internasional yang menjadi kebanggaan,"" tutur Riza.,Diketahui, pergelaran Formula E dijadwalkan terselenggara 4 Juni 2022 berbarengan dengan rangkaian hari jadi ke-494 DKI Jakarta.,Saat ini, pembangunan sirkuit Formula E yang berlokasi di Ancol, Jakarta Utara, terus dikebut. Per 21 Maret 2022, pembangunan sirkuit sudah mencapai 80 persen."
" Satpol PP DKI Akan Gelar Razia PMKS Selama Ramadhan, Janji Tak Bertindak Arogan",Megapolitan," - Satuan Polisi Pamong Praja (Satpol PP) DKI Jakarta akan melaksanakan patroli di lokasi-lokasi rawan penyandang masalah kesejahteraan sosial (PMKS) selama bulan , 1443 Hijriah.,Kepala Satpol PP DKI Jakarta Arifin pun meminta jajarannya untuk mengingatkan dan mengedukasi masyarakat agar Jakarta menjadi kota yang tertib, teratur, dan nyaman selama Ramadhan.,""Kami lakukan patroli pengawasan di berbagai tempat di lokasi-lokasi PMKS berada. Kami edukasi, ingatkan, kemudian kami lakukan pembinaan dengan Dinas Sosial,"" kata Arifin dikutip dari keterangan tertulis, Senin (21/3/2022).,Arifin mengatakan, potensi pelanggaran dan gangguan ketenteraman serta ketertiban umum seperti peredaran minuman keras dan praktik asusila juga menjadi sasaran pengawasan dan penindakan personel selama Ramadhan.,Selain itu, disiplin protokol kesehatan juga tetap diterapkan dan diperhatikan selama pengawasan.,Arifin melanjutkan, TNI/Polri juga akan dilibatkan dalam kegiatan tersebut.,Ribuan personel gabungan tersebut dikerahkan untuk melakukan patroli intensif untuk mencegah terjadinya gangguan ketenteraman dan ketertiban umum.,""Walaupun situasi penanganan pandemi Covid-19 sudah semakin membaik, bukan berarti kita mengabaikan prokes. Tindakan tegas sebagaimana yang diatur dalam perda tetap menjadi pedoman dalam pelaksanaan tugas kami,"" ujarnya.,Arifin berjanji, petugas tidak akan arogan dan sewenang-wenang dalam melaksanakan kegiatan-kegiatan tersebut. Masyarakat, kata dia, harus terus diayomi.,""Cara bertindaknya pun tidak menunjukkan arogansi dan kesewenang-wenangan. Masyarakat kita harus terus menerus kami ayomi, ingatkan, edukasi untuk memahami dan menjalankan ketentuan daerah,"" kata Arifin."
Polisi Akan Panggil Pengemudi Mercy yang Halangi Ambulans di Tol Tangerang-Merak pada Rabu Pekan Ini,Megapolitan," - Polisi menjadwal ulang pertemuan antara pengemudi Mercedes-Benz dan sopir ambulans yang terlibat perselisihan di Tol Tangerang-Merak. Pertemuan dijadwalkan pada Rabu (23/3/2022).,Adapun ambulans yang membawa ibu hamil dari Puskesmas Cisoka itu dihalangi oleh Mercedes-Benz pada 12 Maret 2022.,Pengemudi Mercy seharusnya menghadiri mediasi terkait insiden tersebut di kantor Satlantas Polresta Tangerang, Kabupaten Tangerang, Senin (21/3/2022). Namun, dia tidak hadir dengan alasan ada keperluan pribadi.,Kepala Kepolisian Resor Kota Tangerang, Komisaris Besar Zain Dwi Nugroho mengatakan, pihaknya akan memanggil pengemudi Mercy tersebut pada Rabu pekan ini.,""Minggu ini kita usahakan akan melayangkan pemanggilan kembali, tapi kemungkinan besar hari Rabu kita panggil,"" ujar Zain kepada wartawan, Senin.,Menurut Zain, pengemudi Mercy telah memberikan konfirmasi kepada Satuan Lalu Lintas (Satlantas) Polresta Tangerang terkait ketidakhadiran dalam pertemuan atau mediasi hari ini.,Kepala Satlantas Polresta Tangerang Kompol Fikri menyebutkan, pihaknya akan mengirim kembali undangan panggilan kepada pengemudi Mercy. Dia meminta agar pengemudi Mercy bisa menghadiri pemanggilan selanjutnya.,""Dengan ketidakhadiran pengemudi mobil Mercy, maka kami akan menjadwalkan kembali kegiatan mediasi dengan mengirimkan undangan kepada yang bersangkutan dan saya berharap kedua belah pihak dapat hadir sehingga para pihak dapat menempuh mufakat,"" kata Fikri.,Sementara itu, Hildan, sopir ambulans, telah memenuhi undangan polisi terkait pertemuan tersebut. Selain Hildan, Kepala Puskesmas Cisoka juga hadir.,Kepala Puskesmas Cisoka juga dipanggil karena ibu hamil yang dibawa Hildan ke RSUD Kabupaten Tangerang, Kota Tangerang, merupakan pasien dari Puskesmas Cisoka."
UPDATE 21 Maret: 5.929 Orang Suspek Terkait Covid-19 di Indonesia,Nasional," Pemerintah mencatat ada 5.929 orang suspek terkait Covid-19 di Indonesia pada Senin (21/3/2022)., Angka tersebut diperoleh dari data yang dirilis Satuan Tugas Penanganan Covid-19 pada Senin sore., Suspek merupakan istilah pengganti untuk pasien dalam pengawasan (PDP) sebagaimana diatur dalam Keputusan Menteri Kesehatan Nomor HK.01.07/Menkes/413/2020 tentang Pedoman Pencegahan dan Pengendalian , 2019 (Covid-19)., Seseorang disebut suspek Covid-19 jika mengalami infeksi saluran pernapasan akut (,) dan pada 14 hari terakhir sebelum , memiliki riwayat perjalanan atau tinggal di negara/wilayah Indonesia yang melaporkan transmisi lokal., Istilah suspek juga merujuk pada orang dengan salah satu gejala/tanda ISPA dan pada 14 hari terakhir sebelum timbul gejala memiliki riwayat kontak dengan kasus konfirmasi/probable Covid-19., Orang dengan ISPA berat/pneumonia berat yang membutuhkan perawatan di rumah sakit dan tidak ada penyebab lain berdasarkan gambaran klinis yang meyakinkan juga dikategorikan sebagai suspek., Di samping itu, Pemerintah mencatat ada penambahan kasus positif Covid-19 sebanyak 4.699 kasus dalam 24 jam terakhir., Dengan demikian, jumlah kasus positif Covid-19 di Indonesia telah mencapai 5.967.182 kasus sejak pengumuman kasus perdana pada 2 Maret 2020., Berdasarkan data tersebut, jumlah kasus Covid-19 yang dinyatakan sembuh bertambah 20.888 kasus dalam waktu 24 jam terakhir., Sehingga, secara total telah ada 5.609.945 kasus Covid-19 yang dinyatakan sembuh., Dalam kurun waktu yang sama, jumlah pasien Covid-19 yang meninggal dunia bertambah 154 orang sehingga totalnya menjadi 153.892 orang., Adapun jumlah kasus aktif Covid-19 di Indonesia pada Senin ini berjumlah 203.345 kasus, berkurang 16.343 kasus dibandingkan pada Jumat., Kasus aktif adalah pasien yang dinyatakan positif Covid-19 dan sedang menjalani perawatan."
Puan Tekankan Pentingnya Diplomasi Parlemen dalam Menjembatani Perbedaan Antarnegara pada IPU Ke-144,Nasional," – Ketua Dewan Perwakilan Rakyat (DPR) Republik Indonesia (RI) , membuka First Meeting of the Steering Committee pada hari kedua penyelenggaraan 144th Inter-Parliamentary Union (,) Assembly and Related Meetings di Bali, Senin (21/3/2022).,Pada kesempatan tersebut, Puan berharap agar para delegasi IPU dapat membangun konsensus besar untuk mengatasi berbagai masalah global, termasuk , ,.,Selain itu, ia juga menegaskan pentingnya , antarparlemen negara-negara. Pasalnya, dengan diplomasi yang baik, perbedaan antarnegara bisa disikapi dengan cara yang baik pula.,“Pertemuan kita hari ini datang pada saat yang sangat penting, yang mana dunia sedang menghadapi tantangan global yang cukup kompleks,” ujar Puan dalam siaran pers yang diterima Kompas.com, Senin.,Adapun tantangan global yang dimaksud oleh Puan adalah , antarnegara, pandemi berkepanjangan, dan efek perubahan iklim.,Di tengah kondisi tersebut, Puan berharap agar anggota-anggota IPU dapat memastikan proses penyusunan kebijakan berjalan dengan baik dan menghasilkan hasil yang kuat.,“Untuk terus maju dengan hasil yang nyata, kami berharap delegasi dapat membangun konsensus bersama dan mencari konvergensi pada isu-isu global yang menarik,” jelas Puan.,Tak hanya itu, salah satu pembahasan menarik dalam diskusi Dewan Pengurus IPU adalah konflik antara , dan ,.,Presiden IPU , Pacheco mengatakan, sebelum invasi Rusia di Ukraina, pihaknya sudah melakukan dialog dengan , kedua negara. Tujuannya, agar perang dapat dihindari dan tak membuat masyarakat sipil terkena dampak konflik.,“, adalah satu-satunya cara untuk menyelamatkan warga. Setelah invasi, kita lebih kuat memberikan ,. IPU akan berusaha menjadi jembatan dialog. Hal yang paling penting, perang harus berhenti sekarang. Ini posisi tegas dari IPU,” kata Pacheco."
Balap Formula E Jakarta Bakal Pakai Pawang Hujan? Ini Kata Wagub DKI,Megapolitan," - Wakil Gubernur DKI Jakarta Ahmad mengatakan, penggunaan jasa , akan disesuaikan dengan balapan , yang bakal digelar di DKI Jakarta., ""Ya jadi saya kira itu kan memang harus disesuaikan dengan musimnya,"" kata Riza saat ditemui di Balai Kota DKI Jakarta, Senin (21/3/2022)., Namun, Riza berharap perhelatan ajang internasional seyogianya dapat diselenggarakan di luar musim hujan. Khususnya untuk perhelatan di ruang terbuka, seperti balap Formula E, yang dijadwalkan berlangsung pada 4 Juni 2022 atau pertengahan musim kemarau di Indonesia., , ""Itu jadi perhatian kita ke depan agar , internasional di ruang terbuka mudah-mudahan ke depan bisa kita laksanakan tidak di musim hujan,"" kata dia., Dia berharap kompetisi adu cepat mobil listrik yang akan digelar di Ancol, Jakarta Utara, bisa sukses seperti MotoGP Mandalika., Dengan Formula E dan MotoGP, menurut Riza, dua perhelatan tersebut dapat memperkuat posisi Indonesia di mata internasional., ""Wisatawan-wisatawan asing juga pada datang ke Indonesia. Sehingga ekonomi bangkit, seni budaya kita bisa hadirkan,"" kata dia."
"Soal PTM 100 Persen, Wagub DKI: Insya Allah Tidak Lama Lagi",Megapolitan," - Wakil Gubernur (Wagub) , Ahmad Riza Patria mengungkapkan soal kemungkinan penerapan , (,) dengan jumlah siswa 100 persen dari kapasitas kelas.,Sebab, kata Riza, beberapa sektor pelayanan publik di Jakarta, seperti transportasi, tidak lagi menerapkan pembatasan kepasitas penumpang.,""Insya Allah ya, enggak lama lagi, kita akan lihat ya. Sejauh ini kan sudah banyak yang 100 persen termasuk transportasi publik, PTM sedang didiskusikan dibahas dan dievaluasi,"" kata Riza di Balai Kota DKI Jakarta, Senin (21/3/2022).,Adapun PTM dengan kapasitas 50 persen mulai diterapkan di Jakarta pada Jumat (4/2/2022).,Hal ini sesuai Surat Edaran (SE) Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi (Mendikbud Ristek) Nomor 2 Tahun 2022 tentang Diskresi Pelaksanaan SKB Empat Menteri yang ditekan oleh Mendikbud Ristek Nadiem Makarim pada 2 Februari 2022.,Dalam surat edaran tersebut, daerah dengan status PPKM level 2 dapat melaksanakan PTM dengan jumlah peserta didik 50 persen dari kapasitas ruang kelas pada setiap satuan pendidikan.,Menurut Sekretaris Jenderal (Sekjen) Kemendikbud Ristek Suharti, terdapat penekanan pada kata ""dapat"" dalam ketentuan pada diskresi tersebut.,Dengan demikian, daerah berstatus PPKM level 2 tetap bisa melakukan , bila kondisi Covid-19 terkendali.,Sementara, berdasarkan Surat Keputusan Bersama (SKB) 4 Menteri, daerah berstatus PPKM level 2 wajib menggelar PTM dengan kapasitas 100 persen.,""Penekanan ada pada kata 'dapat'. Artinya, bagi daerah PPKM level 2 yang siap melaksanakan PTM terbatas sesuai SKB Empat Menteri dan tingkat penyebaran Covid-19-nya terkendali, sekolah-sekolah pada daerah tersebut tetap dapat melaksanakan PTM terbatas dengan kapasitas siswa 100 persen,"" kata Suharti."
